timestamp,trade_imbalance,total_volume,num_trades
2025-10-24 22:30:00+00:00,-22696.514053999996,688469.382224,556
2025-10-24 23:15:00+00:00,37515.284396,143016.3302,307
2025-10-25 00:00:00+00:00,-2066.810994000001,171017.861644,435
2025-10-25 00:45:00+00:00,20833.616312000002,223176.192432,371
2025-10-25 01:30:00+00:00,-343.98646600000285,177508.043036,347
2025-10-25 02:15:00+00:00,-3728.198966,78170.403038,299
2025-10-25 03:00:00+00:00,27329.521318,136320.773294,221
2025-10-25 03:45:00+00:00,25335.282531999997,117869.142532,233
2025-10-25 04:30:00+00:00,-12143.618882,108815.580992,451
2025-10-25 05:15:00+00:00,19811.389874,105950.194688,442
2025-10-25 06:00:00+00:00,40554.097032000005,302398.236406,1018
2025-10-25 06:45:00+00:00,-12494.181918,220420.039666,719
2025-10-25 07:30:00+00:00,1226.379577999999,150864.62327799998,1124
2025-10-25 08:15:00+00:00,20838.446294,175729.316226,637
2025-10-25 09:00:00+00:00,39808.363430000005,387965.86068599997,1395
2025-10-25 09:45:00+00:00,60454.158756,201899.421384,530
2025-10-25 10:30:00+00:00,59812.91717,103137.360634,761
2025-10-25 11:15:00+00:00,55072.56561,138459.19752,200
2025-10-25 12:00:00+00:00,40356.812772,119143.29896,108
2025-10-25 12:45:00+00:00,54204.65234,87457.132944,86
2025-10-25 13:30:00+00:00,-2516.468114000002,52350.638304,110
2025-10-25 14:15:00+00:00,12846.274452,39632.137674,79
2025-10-25 15:00:00+00:00,46235.747152,69317.638544,131
2025-10-25 15:45:00+00:00,31232.087884,36012.147884,93
2025-10-25 16:30:00+00:00,40141.581498,103483.478364,112
2025-10-25 17:15:00+00:00,14922.300444,45877.385894,82
2025-10-25 18:00:00+00:00,91136.99610199999,125276.120742,300
2025-10-25 18:45:00+00:00,254441.902504,542810.952292,473
2025-10-25 19:30:00+00:00,141510.132676,331049.762114,419
2025-10-25 20:15:00+00:00,82480.388636,155018.562244,274
2025-10-25 21:00:00+00:00,22930.976826000002,86393.088508,131
2025-10-25 21:45:00+00:00,10830.122911999999,96087.874206,236
2025-10-25 22:30:00+00:00,3517.068578,31656.050706,193
2025-10-25 23:15:00+00:00,42526.173956000006,131678.01458,251
2025-10-26 00:00:00+00:00,-5247.637618,80698.755848,324
2025-10-26 00:45:00+00:00,24873.922414,124633.854342,169
2025-10-26 01:30:00+00:00,10238.57914,180742.308556,267
2025-10-26 02:15:00+00:00,16846.884236,217215.04767,413
2025-10-26 03:00:00+00:00,94093.790184,144260.26033000002,212
2025-10-26 03:45:00+00:00,27043.565156,85110.718164,241
2025-10-26 04:30:00+00:00,47288.774928,208741.687838,289
2025-10-26 05:15:00+00:00,100866.508406,214382.996578,299
2025-10-26 06:00:00+00:00,6993.160148000001,151746.775118,328
2025-10-26 06:45:00+00:00,122507.23484399999,428443.825294,365
2025-10-26 07:30:00+00:00,7831.381045999999,177249.463808,253
2025-10-26 08:15:00+00:00,-9678.551494000003,120707.53825,184
2025-10-26 09:00:00+00:00,272035.081842,780095.005004,491
2025-10-26 09:45:00+00:00,40008.04836,180888.525834,270
2025-10-26 10:30:00+00:00,265986.793906,415725.59642,298
2025-10-26 11:15:00+00:00,129969.056566,231958.79697,175
2025-10-26 12:00:00+00:00,44269.204918,82341.859826,185
2025-10-26 12:45:00+00:00,54744.032794,110001.475184,245
2025-10-26 13:30:00+00:00,151263.574856,277684.40241599997,216
2025-10-26 14:15:00+00:00,64008.117165999996,194843.943768,155
2025-10-26 15:00:00+00:00,-27366.590558,111253.573836,164
2025-10-26 15:45:00+00:00,18225.834328,47498.573566,145
2025-10-26 16:30:00+00:00,48594.962558,79262.487946,170
2025-10-26 17:15:00+00:00,24725.516667999997,165519.850614,295
2025-10-26 18:00:00+00:00,137716.174166,181627.864684,277
2025-10-26 18:45:00+00:00,57990.442259999996,176181.319816,333
2025-10-26 19:30:00+00:00,97712.932712,192904.13791,463
2025-10-26 20:15:00+00:00,33174.49502,162669.405418,548
2025-10-26 21:00:00+00:00,-14282.233296,58706.29387,171
2025-10-26 21:45:00+00:00,18142.983626,53834.004758,222
2025-10-26 22:30:00+00:00,-19245.039868,49309.89401,225
2025-10-26 23:15:00+00:00,12779.604608,243097.482096,300
2025-10-27 00:00:00+00:00,17358.119488,52865.06706,326
2025-10-27 00:45:00+00:00,-12850.650862,74749.49486,319
2025-10-27 01:30:00+00:00,3327.9630979999997,34201.600796,234
2025-10-27 02:15:00+00:00,53914.851969999996,152271.292674,257
2025-10-27 03:00:00+00:00,47941.761056,181640.195182,234
2025-10-27 03:45:00+00:00,-23984.199306,121224.346342,220
2025-10-27 04:30:00+00:00,17679.419656,71493.198862,313
